chr	start	end	peak	int_effect	int_qval	SocvSol	priority_gene	fly_protein	fly_Name	fly_Symbol	all_genes	fly_protein_all	fly_Name_all	fly_Symbol_all
LALB_chr_5	5682076	5683813	LALB_chr_5,Parent=peak26795	-0.753854007	0.04724581	social	LALB_v3.1_04443	NP_523977.2	hairy	hry	LALB_v3.1_04443	NP_523977.2	hairy	hry
LALB_chr_5	5750090	5750885	LALB_chr_5,Parent=peak26802	-0.914449106	0.025473511	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	5898584	5899777	LALB_chr_5,Parent=peak26812	0.712969192	0.039480261	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	6595084	6596029	LALB_chr_5,Parent=peak26873	-0.696903362	0.021652793	social	LALB_v3.1_04451,LALB_v3.1_04452	NP_525101.2,NP_477262.1	SAM-motif ubiquitously expressed punctatedly localized protein,Amylase related	Samuel,Amyrel	LALB_v3.1_04451,LALB_v3.1_04452	NP_525101.2,NP_477262.1	SAM-motif ubiquitously expressed punctatedly localized protein,Amylase related	Samuel,Amyrel
LALB_chr_5	7242496	7243036	LALB_chr_5,Parent=peak26915	-0.652743565	0.035380973	social	LALB_v3.1_04457	NP_523378.2	inflated	if	LALB_v3.1_04457	NP_523378.2	inflated	if
LALB_chr_5	7971204	7972031	LALB_chr_5,Parent=peak26968	0.559221659	0.02256666	solitary	LALB_v3.1_04464	NP_476882.1	sister of odd and bowl	sob	LALB_v3.1_04464	NP_476882.1	sister of odd and bowl	sob
LALB_chr_5	8591255	8592948	LALB_chr_5,Parent=peak27005	0.958943561	0.010361669	solitary	LALB_v3.1_04494	NP_608806.3	uncharacterized protein, isoform C	CG43707	LALB_v3.1_04494	NP_608806.3	uncharacterized protein, isoform C	CG43707
LALB_chr_5	8919524	8920536	LALB_chr_5,Parent=peak27023	-0.674225702	0.024347083	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	9026450	9027981	LALB_chr_5,Parent=peak27030	-0.794639127	0.017567587	social	LALB_v3.1_04504	NA	NA	NA	LALB_v3.1_04504	NA	NA	NA
LALB_chr_5	9108086	9110339	LALB_chr_5,Parent=peak27041	-0.530926921	0.027459517	social	LALB_v3.1_04510	NP_723223.1	senseless-2	sens-2	LALB_v3.1_04510	NP_723223.1	senseless-2	sens-2
LALB_chr_5	9387674	9389193	LALB_chr_5,Parent=peak27065	0.582600303	0.042032129	solitary	LALB_v3.1_04515	NA	NA	NA	LALB_v3.1_04514,LALB_v3.1_04516,LALB_v3.1_04515	NP_477496.1	Female sterile (2) Ketel	Fs(2)Ket
LALB_chr_5	9528424	9529211	LALB_chr_5,Parent=peak27085	-0.78575841	0.028425004	social	LALB_v3.1_04524	NA	NA	NA	LALB_v3.1_04524	NA	NA	NA
LALB_chr_5	9740335	9741291	LALB_chr_5,Parent=peak27115	0.828729959	0.034334785	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	9924522	9925417	LALB_chr_5,Parent=peak27136	-1.054197552	0.029508938	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	10528489	10529438	LALB_chr_5,Parent=peak27245	0.669859517	0.040093286	solitary	LALB_v3.1_04542	NA	NA	NA	LALB_v3.1_04542	NA	NA	NA
LALB_chr_5	10605294	10606026	LALB_chr_5,Parent=peak27259	-1.473425168	7.30E-05	social	LALB_v3.1_04543	NA	NA	NA	LALB_v3.1_04543	NA	NA	NA
LALB_chr_5	11114077	11116527	LALB_chr_5,Parent=peak27337	-0.519923776	0.012349367	social	LALB_v3.1_04554	NP_649901.1	blistery	by	LALB_v3.1_04554	NP_649901.1	blistery	by
LALB_chr_5	11444017	11444956	LALB_chr_5,Parent=peak27375	0.342764717	0.044425374	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	12115880	12116878	LALB_chr_5,Parent=peak27422	-0.704458599	0.00706468	social	LALB_v3.1_04569	NP_647940.1	Rh50, isoform A	Rh50	LALB_v3.1_04569	NP_647940.1	Rh50, isoform A	Rh50
LALB_chr_5	12773510	12774208	LALB_chr_5,Parent=peak27483	0.528738233	0.035272608	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	13010399	13011339	LALB_chr_5,Parent=peak27502	-1.347900877	0.007637975	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	13279513	13281693	LALB_chr_5,Parent=peak27525	1.158588517	0.029240214	solitary	LALB_v3.1_04589,LALB_v3.1_04590	NP_609195.1	uncharacterized protein, isoform A	CG8360	LALB_v3.1_04588,LALB_v3.1_04589,LALB_v3.1_04590,LALB_v3.1_04592,LALB_v3.1_04587,LALB_v3.1_04591	NP_609597.1,NP_609195.1,NP_523583.2,NP_524891.1	Ubiquitination factor E4B,uncharacterized protein, isoform A,chiffon,mechanistic Target of rapamycin	Ube4B,CG8360,chif,mTor
LALB_chr_5	13451267	13452216	LALB_chr_5,Parent=peak27551	-1.46859805	0.005041948	social	LALB_v3.1_04610,LALB_v3.1_04611	NP_732413.1	INO80 complex subunit	Ino80	LALB_v3.1_04610,LALB_v3.1_04611	NP_732413.1	INO80 complex subunit	Ino80
LALB_chr_5	13576698	13578052	LALB_chr_5,Parent=peak27566	0.874296526	0.017442917	solitary	LALB_v3.1_04612	NA	NA	NA	LALB_v3.1_04612	NA	NA	NA
LALB_chr_5	13608661	13610409	LALB_chr_5,Parent=peak27575	0.415020861	0.032892271	solitary	LALB_v3.1_04612	NA	NA	NA	LALB_v3.1_04612	NA	NA	NA
LALB_chr_5	13850112	13851802	LALB_chr_5,Parent=peak27590	1.090952677	0.002894633	solitary	LALB_v3.1_04626	NA	NA	NA	LALB_v3.1_04626,LALB_v3.1_04627	NP_733043.1	RabX4	RabX4
LALB_chr_5	13852198	13853097	LALB_chr_5,Parent=peak27591	-0.74604107	0.028847009	social	LALB_v3.1_04626	NA	NA	NA	LALB_v3.1_04626,LALB_v3.1_04627	NP_733043.1	RabX4	RabX4
LALB_chr_5	14086643	14087097	LALB_chr_5,Parent=peak27611	-0.749923808	0.03222949	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	14129275	14129853	LALB_chr_5,Parent=peak27617	0.621105796	0.023568371	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	14376149	14376948	LALB_chr_5,Parent=peak27630	-0.630647069	0.039380855	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	14562973	14564120	LALB_chr_5,Parent=peak27647	-0.982685997	0.020050203	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	14615356	14616381	LALB_chr_5,Parent=peak27651	-1.286420018	0.012400472	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	15174412	15175305	LALB_chr_5,Parent=peak27687	1.055057333	0.024726757	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	15444415	15445470	LALB_chr_5,Parent=peak27701	-0.965252073	0.006374574	social	LALB_v3.1_04668	NP_732827.1	uncharacterized protein	CG31365	LALB_v3.1_04667,LALB_v3.1_04668	NP_732827.1	uncharacterized protein	CG31365
LALB_chr_5	15959232	15960001	LALB_chr_5,Parent=peak27753	1.862980242	0.000116853	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	16265889	16267541	LALB_chr_5,Parent=peak27800	-0.746339778	0.005177839	social	LALB_v3.1_04738	NP_651291.1	uncharacterized protein	CG5808	LALB_v3.1_04738,LALB_v3.1_04737	NP_651291.1,NP_476682.1	uncharacterized protein,Protein C kinase 53E	CG5808,Pkc53E
LALB_chr_5	16597164	16601572	LALB_chr_5,Parent=peak27846	0.657611326	0.012698404	solitary	LALB_v3.1_04765	NA	NA	NA	LALB_v3.1_04765	NA	NA	NA
LALB_chr_5	16963761	16964932	LALB_chr_5,Parent=peak27902	0.584366533	0.030721111	solitary	LALB_v3.1_04791	NA	NA	NA	LALB_v3.1_04791	NA	NA	NA
LALB_chr_5	17137969	17139266	LALB_chr_5,Parent=peak27925	0.715122596	0.018613791	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	17221612	17222555	LALB_chr_5,Parent=peak27934	0.697495034	0.01895592	solitary	LALB_v3.1_04800	NP_477255.1	Neurospecific receptor kinase	Nrk	LALB_v3.1_04800,LALB_v3.1_04801,LALB_v3.1_04802,LALB_v3.1_04799	NP_477255.1,NP_573245.1,NP_569874.1	Neurospecific receptor kinase,uncharacterized protein,uncharacterized protein	Nrk,CG8142,CG3703
LALB_chr_5	17948068	17949780	LALB_chr_5,Parent=peak28030	0.414293154	0.023304002	solitary	LALB_v3.1_04832	NP_608987.1	NADH dehydrogenase (ubiquinone) 51 kDa subunit	ND-51	LALB_v3.1_04832	NP_608987.1	NADH dehydrogenase (ubiquinone) 51 kDa subunit	ND-51
LALB_chr_5	18243407	18244548	LALB_chr_5,Parent=peak28071	0.621479202	0.023216907	solitary	LALB_v3.1_04846	NA	NA	NA	LALB_v3.1_04847,LALB_v3.1_04846	NA	NA	NA
LALB_chr_5	18281925	18283204	LALB_chr_5,Parent=peak28076	-0.731753646	0.028575357	social	LALB_v3.1_04853	NP_647629.1	uncharacterized protein, isoform A	CG12104	LALB_v3.1_04853	NP_647629.1	uncharacterized protein, isoform A	CG12104
LALB_chr_5	18325087	18327376	LALB_chr_5,Parent=peak28086	0.809453614	0.002828513	solitary	LALB_v3.1_04854	NA	NA	NA	LALB_v3.1_04854	NA	NA	NA
LALB_chr_5	18608076	18609045	LALB_chr_5,Parent=peak28133	0.734019916	0.025218218	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	18700829	18701800	LALB_chr_5,Parent=peak28144	0.442029892	0.027167603	solitary	LALB_v3.1_04873	NA	NA	NA	LALB_v3.1_04873	NA	NA	NA
LALB_chr_5	18830321	18831507	LALB_chr_5,Parent=peak28163	-1.315396706	0.005157	social	LALB_v3.1_04873	NA	NA	NA	LALB_v3.1_04873	NA	NA	NA
LALB_chr_5	18868617	18870096	LALB_chr_5,Parent=peak28173	0.748428432	0.018469387	solitary	LALB_v3.1_04875	NA	NA	NA	LALB_v3.1_04875	NA	NA	NA
LALB_chr_5	19571057	19574228	LALB_chr_5,Parent=peak28258	-0.986213637	0.000282845	social	LALB_v3.1_04920	NA	NA	NA	LALB_v3.1_04920,LALB_v3.1_04921	NA	NA	NA
LALB_chr_5	19632504	19634622	LALB_chr_5,Parent=peak28266	0.66947569	0.034755795	solitary	LALB_v3.1_04927	NA	NA	NA	LALB_v3.1_04927	NA	NA	NA
LALB_chr_5	19684240	19684859	LALB_chr_5,Parent=peak28279	-0.652638787	0.021819504	social	LALB_v3.1_04927	NA	NA	NA	LALB_v3.1_04927	NA	NA	NA
LALB_chr_5	20011798	20013935	LALB_chr_5,Parent=peak28338	-0.569425061	0.04213209	social	LALB_v3.1_04947	NP_524697.1	Ral guanine nucleotide dissociation stimulator-like	Rgl	LALB_v3.1_04947	NP_524697.1	Ral guanine nucleotide dissociation stimulator-like	Rgl
LALB_chr_5	20209904	20211753	LALB_chr_5,Parent=peak28365	-0.68886565	0.008609869	social	LALB_v3.1_04950	NA	NA	NA	LALB_v3.1_04951,LALB_v3.1_04950	NP_609079.2	lethal (2) k09022	l(2)k09022
LALB_chr_5	20238992	20241046	LALB_chr_5,Parent=peak28369	0.641788947	0.014932654	solitary	LALB_v3.1_04952,LALB_v3.1_04953	NP_649572.4	Xe7, isoform D	Xe7	LALB_v3.1_04952,LALB_v3.1_04953	NP_649572.4	Xe7, isoform D	Xe7
LALB_chr_5	20643455	20644912	LALB_chr_5,Parent=peak28424	0.582660789	0.025473511	solitary	LALB_v3.1_04957	NA	NA	NA	LALB_v3.1_04957	NA	NA	NA
LALB_chr_5	20784628	20785777	LALB_chr_5,Parent=peak28443	-0.730456005	0.006923402	social	LALB_v3.1_04964	NA	NA	NA	LALB_v3.1_04964	NA	NA	NA
LALB_chr_5	21213710	21214765	LALB_chr_5,Parent=peak28492	1.050699385	0.024451652	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	21316049	21317445	LALB_chr_5,Parent=peak28506	0.681916908	0.043229014	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	22491025	22493067	LALB_chr_5,Parent=peak28620	0.625364452	0.028425004	solitary	LALB_v3.1_04999,LALB_v3.1_05000	NP_573099.1	uncharacterized protein	CG8939	LALB_v3.1_04999,LALB_v3.1_05000	NP_573099.1	uncharacterized protein	CG8939
LALB_chr_5	22569533	22571914	LALB_chr_5,Parent=peak28630	0.509736872	0.023206772	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_5	22600532	22603427	LALB_chr_5,Parent=peak28635	0.537646284	0.030725908	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	619103	620170	LALB_chr_6,Parent=peak28789	-0.395353302	0.048111705	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	639882	640758	LALB_chr_6,Parent=peak28792	-0.617497419	0.012671049	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	904908	905782	LALB_chr_6,Parent=peak28829	0.264879868	0.048111705	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	946714	947723	LALB_chr_6,Parent=peak28834	0.596012979	0.000879032	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	978467	979035	LALB_chr_6,Parent=peak28840	0.347516537	0.024858825	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	981244	982498	LALB_chr_6,Parent=peak28841	0.526734245	0.002645724	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	988119	989232	LALB_chr_6,Parent=peak28842	0.453885366	0.016627794	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	2343815	2345582	LALB_chr_6,Parent=peak28972	0.88240493	0.00703065	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	2449266	2450315	LALB_chr_6,Parent=peak28983	0.619849243	0.012698404	solitary	LALB_v3.1_05039,LALB_v3.1_05040,LALB_v3.1_05041,LALB_v3.1_05042	NA	NA	NA	LALB_v3.1_05039,LALB_v3.1_05040,LALB_v3.1_05041,LALB_v3.1_05042	NA	NA	NA
LALB_chr_6	2518741	2520088	LALB_chr_6,Parent=peak28989	0.589420284	0.006374574	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	2802273	2806146	LALB_chr_6,Parent=peak29018	0.83532427	0.006393607	solitary	LALB_v3.1_05052	NA	NA	NA	LALB_v3.1_05052	NA	NA	NA
LALB_chr_6	3003741	3004648	LALB_chr_6,Parent=peak29030	0.703672651	0.024804422	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	3040592	3041487	LALB_chr_6,Parent=peak29033	-0.592853585	0.005379141	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	3692090	3692744	LALB_chr_6,Parent=peak29073	0.441221808	0.028459234	solitary	LALB_v3.1_05061	NA	NA	NA	LALB_v3.1_05061	NA	NA	NA
LALB_chr_6	3729261	3730321	LALB_chr_6,Parent=peak29077	0.499740425	0.028459234	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	3809403	3810254	LALB_chr_6,Parent=peak29084	0.599308954	0.042433251	solitary	LALB_v3.1_05066	NP_523814.1	forkhead domain 59A	fd59A	LALB_v3.1_05066	NP_523814.1	forkhead domain 59A	fd59A
LALB_chr_6	4475343	4476586	LALB_chr_6,Parent=peak29135	-1.164150348	0.001060581	social	LALB_v3.1_05077	NA	NA	NA	LALB_v3.1_05077	NA	NA	NA
LALB_chr_6	4516948	4519227	LALB_chr_6,Parent=peak29141	0.506349425	0.024858825	solitary	LALB_v3.1_05078	NA	NA	NA	LALB_v3.1_05078,LALB_v3.1_05079	NA	NA	NA
LALB_chr_6	4826072	4827056	LALB_chr_6,Parent=peak29169	-0.854907833	0.004570871	social	LALB_v3.1_05109	NA	NA	NA	LALB_v3.1_05108,LALB_v3.1_05109,LALB_v3.1_05111,LALB_v3.1_05110	NP_649141.1	uncharacterized protein, isoform A	CG8765
LALB_chr_6	5116943	5117717	LALB_chr_6,Parent=peak29197	-0.653586685	0.004920689	social	LALB_v3.1_05121	NP_610285.5	Aldehyde dehydrogenase type III	Aldh-III	LALB_v3.1_05121	NP_610285.5	Aldehyde dehydrogenase type III	Aldh-III
LALB_chr_6	5134563	5135804	LALB_chr_6,Parent=peak29199	0.575562834	0.029190621	solitary	LALB_v3.1_05122	NP_524152.2	COP9 signalosome subunit 1b	CSN1b	LALB_v3.1_05122,LALB_v3.1_05121,LALB_v3.1_05123	NP_524152.2,NP_610285.5,NP_649756.2	COP9 signalosome subunit 1b,Aldehyde dehydrogenase type III,uncharacterized protein, isoform A	CSN1b,Aldh-III,CG2698
LALB_chr_6	5800161	5801035	LALB_chr_6,Parent=peak29263	0.889977401	0.009061535	solitary	LALB_v3.1_05173	NP_649933.1	sidestep VII	side-VII	LALB_v3.1_05173	NP_649933.1	sidestep VII	side-VII
LALB_chr_6	5999070	6001375	LALB_chr_6,Parent=peak29293	0.597644923	0.044287095	solitary	LALB_v3.1_05173	NP_649933.1	sidestep VII	side-VII	LALB_v3.1_05173	NP_649933.1	sidestep VII	side-VII
LALB_chr_6	6444281	6445119	LALB_chr_6,Parent=peak29342	0.736715743	0.04546703	solitary	LALB_v3.1_05193	NP_476733.1	sine oculis	so	LALB_v3.1_05193	NP_476733.1	sine oculis	so
LALB_chr_6	6848697	6849409	LALB_chr_6,Parent=peak29391	0.589165186	0.02463853	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	7312989	7314747	LALB_chr_6,Parent=peak29441	0.661931401	0.03839222	solitary	LALB_v3.1_05243	NA	NA	NA	LALB_v3.1_05243	NA	NA	NA
LALB_chr_6	8331426	8332602	LALB_chr_6,Parent=peak29527	-0.955756098	0.00613448	social	LALB_v3.1_05267	NA	NA	NA	LALB_v3.1_05267	NA	NA	NA
LALB_chr_6	8436783	8437451	LALB_chr_6,Parent=peak29539	-0.955663704	0.014394254	social	LALB_v3.1_05275	NP_476611.1	stranded at second	sas	LALB_v3.1_05276,LALB_v3.1_05275	NP_476611.1	stranded at second	sas
LALB_chr_6	8514266	8515988	LALB_chr_6,Parent=peak29548	-0.684598107	0.017287722	social	LALB_v3.1_05278	NA	NA	NA	LALB_v3.1_05278	NA	NA	NA
LALB_chr_6	8542954	8544635	LALB_chr_6,Parent=peak29551	-1.206253886	0.018613791	social	LALB_v3.1_05278	NA	NA	NA	LALB_v3.1_05278	NA	NA	NA
LALB_chr_6	9242476	9243931	LALB_chr_6,Parent=peak29622	0.494820027	0.044147406	solitary	LALB_v3.1_05307,LALB_v3.1_05310	NP_650963.2	uncharacterized protein	CG3308	LALB_v3.1_05305,LALB_v3.1_05306,LALB_v3.1_05307,LALB_v3.1_05310,LALB_v3.1_05312,LALB_v3.1_05309,LALB_v3.1_05311,LALB_v3.1_05308	NP_650963.2,NP_731570.2,NP_651715.1,NP_524291.2	uncharacterized protein,Spastizin,N(alpha)-acetyltransferase 40,alpha-Mannosidase class II a	CG3308,Sptz,Naa40,alpha-Man-IIa
LALB_chr_6	9761895	9762690	LALB_chr_6,Parent=peak29680	-0.997507274	0.012798958	social	LALB_v3.1_05373	NA	NA	NA	LALB_v3.1_05373,LALB_v3.1_05375,LALB_v3.1_05374,LALB_v3.1_05372	NP_648819.2	uncharacterized protein	CG10516
LALB_chr_6	9905674	9908580	LALB_chr_6,Parent=peak29698	-0.870023542	0.010421317	social	LALB_v3.1_05383,LALB_v3.1_05384	NP_611598.1,NP_523954.2	poor Imd response upon knock-in,cornetto	pirk,corn	LALB_v3.1_05383,LALB_v3.1_05384	NP_611598.1,NP_523954.2	poor Imd response upon knock-in,cornetto	pirk,corn
LALB_chr_6	10115649	10116557	LALB_chr_6,Parent=peak29721	-0.868001583	0.045017543	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	10521619	10522636	LALB_chr_6,Parent=peak29749	-1.069089825	0.034707655	social	LALB_v3.1_05400	NA	NA	NA	LALB_v3.1_05400	NA	NA	NA
LALB_chr_6	10547684	10548393	LALB_chr_6,Parent=peak29752	0.691615087	0.018735063	solitary	LALB_v3.1_05401	NA	NA	NA	LALB_v3.1_05401	NA	NA	NA
LALB_chr_6	10635192	10635843	LALB_chr_6,Parent=peak29764	-0.899643264	0.010649478	social	LALB_v3.1_05406	NP_723103.1	Dpr-interacting protein theta	DIP-theta	LALB_v3.1_05406	NP_723103.1	Dpr-interacting protein theta	DIP-theta
LALB_chr_6	11055874	11057392	LALB_chr_6,Parent=peak29802	-0.558342013	0.037139029	social	LALB_v3.1_05425	NA	NA	NA	LALB_v3.1_05425	NA	NA	NA
LALB_chr_6	11077849	11078704	LALB_chr_6,Parent=peak29805	-1.139342531	0.029481352	social	LALB_v3.1_05425	NA	NA	NA	LALB_v3.1_05425	NA	NA	NA
LALB_chr_6	11197460	11198391	LALB_chr_6,Parent=peak29822	0.480324735	0.038495422	solitary	LALB_v3.1_05425	NA	NA	NA	LALB_v3.1_05425	NA	NA	NA
LALB_chr_6	11390178	11390800	LALB_chr_6,Parent=peak29857	0.686397868	0.012400472	solitary	LALB_v3.1_05435	NP_651262.1	uncharacterized protein, isoform A	CG13616	LALB_v3.1_05435,LALB_v3.1_05436,LALB_v3.1_05437	NP_651262.1	uncharacterized protein, isoform A	CG13616
LALB_chr_6	11528045	11530028	LALB_chr_6,Parent=peak29869	-0.748894852	0.029233445	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	11652306	11653538	LALB_chr_6,Parent=peak29885	-0.615888467	0.041779693	social	LALB_v3.1_05444	NP_524481.2	nicotinic Acetylcholine Receptor alpha1	nAChRalpha1	LALB_v3.1_05444	NP_524481.2	nicotinic Acetylcholine Receptor alpha1	nAChRalpha1
LALB_chr_6	11879072	11880463	LALB_chr_6,Parent=peak29911	1.120697506	0.000129904	solitary	LALB_v3.1_05456	NP_651342.3	Band4.1 inhibitor LRP interactor	Bili	LALB_v3.1_05456	NP_651342.3	Band4.1 inhibitor LRP interactor	Bili
LALB_chr_6	12216798	12220630	LALB_chr_6,Parent=peak29974	0.517869276	0.04724581	solitary	LALB_v3.1_05471	NP_732682.2	uncharacterized protein, isoform D	CG31465	LALB_v3.1_05470,LALB_v3.1_05471	NP_732682.2	uncharacterized protein, isoform D	CG31465
LALB_chr_6	12454355	12456165	LALB_chr_6,Parent=peak29997	0.832456379	0.02247437	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	12502682	12503752	LALB_chr_6,Parent=peak30012	1.10138367	0.013968519	solitary	LALB_v3.1_05489	NP_476576.1	homothorax	hth	LALB_v3.1_05489	NP_476576.1	homothorax	hth
LALB_chr_6	12531405	12532221	LALB_chr_6,Parent=peak30016	-0.594572174	0.01434954	social	LALB_v3.1_05489	NP_476576.1	homothorax	hth	LALB_v3.1_05489	NP_476576.1	homothorax	hth
LALB_chr_6	12920898	12921921	LALB_chr_6,Parent=peak30109	-1.053465814	0.001060581	social	LALB_v3.1_05489	NP_476576.1	homothorax	hth	LALB_v3.1_05489	NP_476576.1	homothorax	hth
LALB_chr_6	13005423	13006406	LALB_chr_6,Parent=peak30125	-0.544119304	0.039055549	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	13011159	13015038	LALB_chr_6,Parent=peak30128	-0.743080737	0.005177246	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	13114203	13115112	LALB_chr_6,Parent=peak30146	0.782415624	0.012698404	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	13573190	13576589	LALB_chr_6,Parent=peak30205	0.593730873	0.03892878	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	13861360	13863115	LALB_chr_6,Parent=peak30248	-0.546438388	0.00914806	social	LALB_v3.1_05502	NA	NA	NA	LALB_v3.1_05502	NA	NA	NA
LALB_chr_6	14276242	14277229	LALB_chr_6,Parent=peak30310	-0.817258904	0.006816203	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	14748937	14749731	LALB_chr_6,Parent=peak30362	0.538436969	0.033128987	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	14820739	14821332	LALB_chr_6,Parent=peak30373	-0.942107971	0.004920689	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	14885670	14887119	LALB_chr_6,Parent=peak30379	-0.662296228	0.002378795	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	15483018	15484738	LALB_chr_6,Parent=peak30434	0.558555209	0.030158567	solitary	LALB_v3.1_05525	NA	NA	NA	LALB_v3.1_05525	NA	NA	NA
LALB_chr_6	15503196	15505642	LALB_chr_6,Parent=peak30438	0.548628518	0.033640975	solitary	LALB_v3.1_05525	NA	NA	NA	LALB_v3.1_05525	NA	NA	NA
LALB_chr_6	15650801	15653585	LALB_chr_6,Parent=peak30460	0.707405787	0.022069223	solitary	LALB_v3.1_05530	NA	NA	NA	LALB_v3.1_05530	NA	NA	NA
LALB_chr_6	15794998	15797347	LALB_chr_6,Parent=peak30472	0.526703117	0.02695463	solitary	LALB_v3.1_05536	NA	NA	NA	LALB_v3.1_05536	NA	NA	NA
LALB_chr_6	15863285	15864532	LALB_chr_6,Parent=peak30479	-0.647098128	0.044990016	social	LALB_v3.1_05546	NP_610636.1	Bardet-Biedl syndrome 4	BBS4	LALB_v3.1_05544,LALB_v3.1_05545,LALB_v3.1_05546	NP_611049.1,NP_610636.1	uncharacterized protein,Bardet-Biedl syndrome 4	CG8195,BBS4
LALB_chr_6	16852382	16853603	LALB_chr_6,Parent=peak30561	0.827553334	0.027068218	solitary	LALB_v3.1_05587	NA	NA	NA	LALB_v3.1_05587	NA	NA	NA
LALB_chr_6	17638915	17640770	LALB_chr_6,Parent=peak30665	-0.597777429	0.029150854	social	LALB_v3.1_05656	NA	NA	NA	LALB_v3.1_05656	NA	NA	NA
LALB_chr_6	17679660	17680221	LALB_chr_6,Parent=peak30668	-0.668970083	0.047783572	social	LALB_v3.1_05657	NA	NA	NA	LALB_v3.1_05657	NA	NA	NA
LALB_chr_6	18424367	18425516	LALB_chr_6,Parent=peak30770	0.717929738	0.006816203	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_6	18579179	18581774	LALB_chr_6,Parent=peak30799	0.624745058	0.043980756	solitary	LALB_v3.1_05663	NA	NA	NA	LALB_v3.1_05663	NA	NA	NA
LALB_chr_6	18715776	18716483	LALB_chr_6,Parent=peak30813	0.696330312	0.026910602	solitary	LALB_v3.1_05671	NP_001033958.1	uncharacterized protein	CG33958	LALB_v3.1_05671,LALB_v3.1_05672	NP_001033958.1,NP_612081.1	uncharacterized protein,uncharacterized protein	CG33958,CG9119
LALB_chr_6	18846199	18846763	LALB_chr_6,Parent=peak30829	0.887666766	0.025218218	solitary	LALB_v3.1_05682	NP_001033832.1	Visual system homeobox 2	Vsx2	LALB_v3.1_05682	NP_001033832.1	Visual system homeobox 2	Vsx2
LALB_chr_6	19478720	19480280	LALB_chr_6,Parent=peak30895	0.511016778	0.040285135	solitary	LALB_v3.1_05725	NP_648200.1	uncharacterized protein, isoform A	CG7201	LALB_v3.1_05724,LALB_v3.1_05725,LALB_v3.1_05723,LALB_v3.1_05726	NP_523870.2,NP_648200.1,NP_649905.1,NP_523714.2	mitochondrial ribosomal protein L17,uncharacterized protein, isoform A,Branched chain keto acid dehydrogenase E1 subunit alpha,vismay	mRpL17,CG7201,BckdhA,vis
LALB_chr_6	19520703	19523127	LALB_chr_6,Parent=peak30902	-0.616188977	0.029625388	social	LALB_v3.1_05732	NP_524452.4	Diphthamide methyltransferase	Dph5	LALB_v3.1_05732,LALB_v3.1_05734,LALB_v3.1_05733	NP_524452.4,NP_523910.1,NP_525097.1	Diphthamide methyltransferase,maggie,flightless I	Dph5,mge,fliI
